#Linelist test between 0 and 10e6 A for FeI (KALD)  -llc- TM (2013-6-11)
   7376.760    9   (4F)4s a5F  56783.316    7   (1G)sp u3F   5.044E-06    2023.3710
   6928.266   11   (4F)4s a5F  56333.957   13   (1I)sp u3H   1.111E-05    2023.4060
    415.932    7       s2 a5D  49805.250    7    s6D)5p 7D   2.576E-09    2024.0770
      0.000    9       s2 a5D  49352.336   11    s6D)5p 7D   9.655E-07    2025.5940
    704.004    5       s2 a5D  50043.203    3   (2P)4p w3P   1.262E-05    2026.1329
   6928.266   11   (4F)4s a5F  56261.000   13   SEJ_s6p 7F   1.993E-09    2026.3989
    415.932    7       s2 a5D  49726.977    9   (2G)4p y3H   1.475E-06    2027.2900
    704.004    5       s2 a5D  50008.516    5    s6D)5p 7D   1.963E-06    2027.5591
    888.129    3       s2 a5D  50186.828    5   (2P)4p w3P   2.985E-05    2027.7980
    888.129    3       s2 a5D  50152.609    3    s6D)5p 7D   2.296E-06    2029.2070
      0.000    9       s2 a5D  49242.883    7   (2G)4p w3F   2.248E-04    2030.0970
      0.000    9       s2 a5D  49227.121    7    (3F)sp 1F   1.051E-05    2030.7471
   7728.056    7   (4F)4s a5F  56951.285    9   (2H)4p v1G   3.364E-06    2030.9081
   7376.760    9   (4F)4s a5F  56592.699    9   (1G)sp u3F   2.617E-07    2031.2080
    415.932    7       s2 a5D  49627.879    9   (2G)4p v3G   1.114E-07    2031.3730
    978.072    1       s2 a5D  50152.609    3    s6D)5p 7D   5.035E-07    2032.9189
    888.129    3       s2 a5D  50043.203    3   (2P)4p w3P   1.465E-04    2033.7241
    704.004    5       s2 a5D  49850.582    7   (2G)4p v3G   1.603E-07    2034.0759
    415.932    7       s2 a5D  49558.723    9    s6D)5p 7D   2.118E-07    2034.2321
