#Linelist between 0 and 1.26E6 A (KALD)  -llc- TM (2015-3-12)
    112.061    4       3s2.3p  2P* 48148.059    6      3s2.30d  2D   6.109E-04    2081.1089
    112.061    4       3s2.3p  2P* 48148.043    4      3s2.30d  2D   6.901E-05    2081.1099
      0.000    2       3s2.3p  2P* 48035.172    2      3s2.23s  2S   5.345E-05    2081.1450
      0.000    2       3s2.3p  2P* 48030.035    4      3s2.22d  2D   1.726E-03    2081.3669
    112.061    4       3s2.3p  2P* 48140.789    2      3s2.30s  2S   2.410E-05    2081.4238
    112.061    4       3s2.3p  2P* 48138.594    6      3s2.29d  2D   6.760E-04    2081.5190
    112.061    4       3s2.3p  2P* 48138.574    4      3s2.29d  2D   7.637E-05    2081.5200
    112.061    4       3s2.3p  2P* 48130.504    2      3s2.29s  2S   2.666E-05    2081.8699
    112.061    4       3s2.3p  2P* 48128.059    6      3s2.28d  2D   7.515E-04    2081.9761
    112.061    4       3s2.3p  2P* 48128.039    4      3s2.28d  2D   8.491E-05    2081.9771
      0.000    2       3s2.3p  2P* 48010.551    2      3s2.22s  2S   6.109E-05    2082.2122
    112.061    4       3s2.3p  2P* 48119.020    2      3s2.28s  2S   2.964E-05    2082.3679
      0.000    2       3s2.3p  2P* 48004.633    4      3s2.21d  2D   1.981E-03    2082.4690
    112.061    4       3s2.3p  2P* 48116.289    6      3s2.27d  2D   8.393E-04    2082.4871
    112.061    4       3s2.3p  2P* 48116.266    4      3s2.27d  2D   9.461E-05    2082.4880
    112.061    4       3s2.3p  2P* 48106.145    2      3s2.27s  2S   3.303E-05    2082.9270
    112.061    4       3s2.3p  2P* 48103.078    6      3s2.26d  2D   9.396E-04    2083.0601
    112.061    4       3s2.3p  2P* 48103.055    4      3s2.26d  2D   1.059E-04    2083.0610
      0.000    2       3s2.3p  2P* 47981.988    2      3s2.21s  2S   7.014E-05    2083.4519
    112.061    4       3s2.3p  2P* 48091.645    2      3s2.26s  2S   3.698E-05    2083.5569
    112.061    4       3s2.3p  2P* 48088.188    6      3s2.25d  2D   1.057E-03    2083.7070
