#  lambda[Å] A_ki[s⁻¹] loggf   Acc  Ei[cm⁻¹]   Ek[cm⁻¹]  cfg_i                term_i     cfg_k                  term_k   gi  gk rtype ref1          ref2
  2009.68075   None    None   None  7985.785  57744.932  3d7.(4F).4s           a5F       3d6.4s.(6D<1/2>).4f    2[7/2]*   5  7  None None        L11631c81  
  2010.89834   None    None   None   704.007  50433.025  3d6.4s2               a5D       3d6.(5D).4s.(6D).5p   n7F*       5  7  None None        L11631c80 
  2012.09203   None    None   None  7728.060  57427.576  3d7.(4F).4s           a5F       3d6.4s.(6D<5/2>).4f    2[3/2]*   7  5  None None        L11631c80  
  2012.57529   None    None   None  7376.764  57064.346  3d7.(4F).4s           a5F       3d6.4s.(6D).6p         5F*       9  9  None None        L11631c80  
  2014.09074   None    None   None  7376.764  57026.960  3d7.(4F).4s           a5F       3d6.4s.(6D).6p         7F*       9  7  None None        L11631c80  
  2015.58743   None    None   None  6928.268  56541.596  3d7.(4F).4s           a5F       3d6.4s.(6D).6p         7P*      11  9  None None        L11631c80  
  2016.43032   None    None   None   415.933  50008.522  3d6.4s2               a5D       3d6.(5D).4s.(6D).5p   n7D*       7  5  None None        L11631c80 
  2017.15840   None    None   None  6928.268  56502.957  3d7.(4F).4s           a5F       3d6.4s.(6D).6p         7F*      11  11 None None           L11631  
  2017.80780   None    None   None     0.000  49558.734  3d6.4s2               a5D       3d6.(5D).4s.(6D).5p   n7D*       9  9  None None        L11631c80  
  2019.72630   None    None   None  7376.764  56888.423  3d7.(4F).4s           a5F       3d6.4s.(6D).6p         7P*       9  7  None None        L11631c80  
  2020.42321   None    None   None  7376.764  56871.345  3d7.(4F).4s           a5F       3d6.4s.(6D).6p         5P*       9  7  None None        L11631c80  
  2021.10274   None    None   None  8154.714  57632.654  3d7.(4F).4s           a5F       3d6.4s.(6D<3/2>).4f    2[5/2]*   3  5  None None        L11631c80 
  2021.74786   None    None   None  7728.060  57190.212  3d7.(4F).4s           a5F       3d6.4s.(6D).6p         7P*       7  5  None None        L11631c80  
  2022.09335   None    None   None  7985.785  57439.486  3d7.(4F).4s           a5F       3d6.4s.(6D<5/2>).4f    2[7/2]*   5  7  None None        L11631c80  
  2022.36481   None    None   None  7985.785  57432.848  3d7.(4F).4s           a5F       3d6.4s.(6D<5/2>).4f    2[5/2]*   5  7  None None        L11631c80  
  2022.63446   None    None   None  7728.060  57168.531  3d7.(4F).4s           a5F       3d6.4s.(6D).6p         5D*       7  7  None None           L11631  
  2023.06406   None    None   None  7985.785  57415.757  3d7.(4F).4s           a5F       3d6.4s.(6D).6p         5D*       5  5  None None        L11631c80 
  2023.42917   None    None   None  7728.060  57149.113  3d7.(4F).4s           a5F       3d6.4s.(6D<7/2>).4f    2[7/2]*   7  9  None None        L11631c80  
  2023.66232   None    None   None  7985.785  57401.144  3d7.(4F).4s           a5F       3d6.4s.(6D).6p         5D*       5  3  None None        L11631c80  
  2024.72907   None    None   None   415.933  49805.257  3d6.4s2               a5D       3d6.(5D).4s.(6D).5p   n7D*       7  7  None None        L11631c80  
  2024.78322   None    None   None  7376.764  56764.767  3d7.(4F).4s           a5F       3d6.4s.(6D<9/2>).4f    2[7/2]*   9  9  None None        L11631c80  
  2025.34373   None    None   None  7376.764  56751.099  3d7.(4F).4s           a5F       3d6.4s.(6D<9/2>).4f    2[11/2]*  9  11 None None        L11631c80 
  2026.01225   None    None   None  7985.785  57343.828  3d7.(4F).4s           a5F       3d6.4s.(6D).6p         5F*       5  7  None None        L11631c81  
  2026.11373   None    None   None  7376.764  56732.335  3d7.(4F).4s           a5F       3d6.4s.(6D).6p         5D*       9  9  None None           L11631  
  2026.47160   None    None   None  7728.060  57074.915  3d7.(4F).4s           a5F       3d6.(3D).4s.4p.(1P*)   3D*       7  5  None None        L11631c80  
  2026.90571   None    None   None  7728.060  57064.346  3d7.(4F).4s           a5F       3d6.4s.(6D).6p         5F*       7  9  None None        L11631c80  
  2027.14263   None    None   None  7376.764  56707.284  3d7.(4F).4s           a5F       3d6.4s.(6D).6p         5F*       9  11 None None        L11631c80 
  2029.11866   None    None   None  8154.714  57437.194  3d7.(4F).4s           a5F       3d6.4s.(6D).6p         5P*       3  5  None None        L11631c80  
  2029.36895   None    None   None  8154.714  57431.116  3d7.(4F).4s           a5F       3d6.4s.(6D<5/2>).4f    2[5/2]*   3  5  None None        L11631c80  
  2030.60404   None    None   None  8154.714  57401.144  3d7.(4F).4s           a5F       3d6.4s.(6D).6p         5D*       3  3  None None        L11631c80  
  2032.33746   None    None   None  7985.785  57190.212  3d7.(4F).4s           a5F       3d6.4s.(6D).6p         7P*       5  5  None None        L11631c80  
  2034.86600   None    None   None  7728.060  56871.345  3d7.(4F).4s           a5F       3d6.4s.(6D).6p         5P*       7  7  None None        L11631c80 
  2035.00286   None    None   None  7376.764  56516.744  3d7.(4F).4s           a5F       3d6.4s.(6D).6p         7D*       9  9  None None        L11631c80  
  2035.20816   None    None   None     0.000  49135.023  3d6.4s2               a5D       3d6.(3F2).4s.4p.(3P*) v3D*       9  7  None None        L11631c80  
  2035.57398   None    None   None  7376.764  56502.957  3d7.(4F).4s           a5F       3d6.4s.(6D).6p         7F*       9  11 None None        L11631c80  
  2038.10693   None    None   None   978.074  50043.213  3d6.4s2               a5D       3d7.(2P).4p           w3P*       1  3  None None        L11631c80  
  2039.33893   None    None   None  8154.714  57190.212  3d7.(4F).4s           a5F       3d6.4s.(6D).6p         7P*       3  5  None None        L11631c80 
  2040.63829   None    None   None  7728.060  56732.335  3d7.(4F).4s           a5F       3d6.4s.(6D).6p         5D*       7  9  None None        L11631c80  
  2044.14532   None    None   None  8154.714  57074.915  3d7.(4F).4s           a5F       3d6.(3D).4s.4p.(1P*)   3D*       3  5  None None        L11631c81  
  2045.59383   None    None   None  7985.785  56871.345  3d7.(4F).4s           a5F       3d6.4s.(6D).6p         5P*       5  7  None None        L11631c80  
  2047.90329   None    None   None 11976.239  60806.670  3d7.(4F).4s           a3F       3d6.(3F2).4s.4p.(1P*)  3D*       9  7  None None        L11631c80  
  2048.06028   None    None   None   415.933  49242.621  3d6.4s2               a5D       3d6.(3F2).4s.4p.(3P*) v3D*       7  5  None None        L11631c80 
  2058.76213   None    None   None 11976.239  60549.116  3d7.(4F).4s           a3F       3d6.(3H).4s.4p.(1P*)  t3H*       9  11 None None        L11631c80  
  2072.72203   None    None   None 12560.934  60806.670  3d7.(4F).4s           a3F       3d6.(3F2).4s.4p.(1P*)  3D*       7  7  None None        L11631c80  
  2073.34328   None    None   None     0.000  48231.280  3d6.4s2               a5D       3d6.(3G).4s.4p.(3P*)  y5H*       9  11 None None        L11631c80  
  2074.85130   None    None   None 11976.239  60172.464  3d7.(4F).4s           a3F       3d6.(3F2).4s.4p.(1P*)  3F*       9  7  None None           L11631  
  2078.01155   None    None   None     0.000  48122.928  3d6.4s2               a5D       3d6.(3G).4s.4p.(3P*)  v5F*       9  7  None None        L11631c80 
  2078.16563   None    None   None 11976.239  60095.599  3d7.(4F).4s           a3F       3d6.(3F2).4s.4p.(1P*)  3F*       9  9  None None           L11631  
  2084.78465   None    None   None     0.000  47966.585  3d6.4s2               a5D       3d5.(6S).4s2.4p       v5P*       9  7  None None           L11631  
  2085.68194   None    None   None   415.933  48361.882  3d6.4s2               a5D       3d6.(3G).4s.4p.(3P*)  y5H*       7  9  None None        L11631c81  
  2086.37610   None    None   None     0.000  47929.997  3d6.4s2               a5D       3d6.(3G).4s.4p.(3P*)  v5F*       9  9  None None        L11631c80  
  2088.17485   None    None   None   415.933  48304.643  3d6.4s2               a5D       3d7.(4P).4p           x3P*       7  5  None None           L11631 
  2090.53916   None    None   None     0.000  47834.550  3d6.4s2               a5D       3d6.(3F2).4s.4p.(3P*) x3G*       9  11 None None           L11631  
  2091.04782   None    None   None   415.933  48238.847  3d6.4s2               a5D       3d6.(3G).4s.4p.(3P*)  v5F*       7  5  None None           L11631  
  2091.51941   None    None   None   704.007  48516.138  3d6.4s2               a5D       3d7.(4P).4p           x3P*       5  3  None None           L11631  
  2091.51998   None    None   None     0.000  47812.118  3d6.4s2               a5D       3d6.(3F2).4s.4p.(3P*) x3G*       9  9  None None           L11631  
  2094.34992   None    None   None   415.933  48163.446  3d6.4s2               a5D       3d5.(6S).4s2.4p       v5P*       7  5  None None           L11631 
  2096.12867   None    None   None   415.933  48122.928  3d6.4s2               a5D       3d6.(3G).4s.4p.(3P*)  v5F*       7  7  None None           L11631  
  2098.78568   None    None   None   704.007  48350.606  3d6.4s2               a5D       3d6.(3G).4s.4p.(3P*)  v5F*       5  3  None None           L11631  
  2099.60501   None    None   None   888.132  48516.138  3d6.4s2               a5D       3d7.(4P).4p           x3P*       3  3  None None           L11631  
  2100.33157   None    None   None 12560.934  60172.464  3d7.(4F).4s           a3F       3d6.(3F2).4s.4p.(1P*)  3F*       7  7  None None           L11631  
  2100.57053   None    None   None     0.000  47606.114  3d6.4s2               a5D       3d6.(3G).4s.4p.(3P*)  v5F*       9  11 None None           L11631 
  2100.81227   None    None   None   704.007  48304.643  3d6.4s2               a5D       3d7.(4P).4p           x3P*       5  5  None None           L11631  
  2101.27966   None    None   None     0.000  47590.048  3d6.4s2               a5D       3d6.(3G).4s.4p.(3P*)  w5G*       9  9  None None        L11631c80  
  2101.46442   None    None   None   704.007  48289.871  3d6.4s2               a5D       3d5.(6S).4s2.4p       v5P*       5  3  None None           L11631  
  2103.02058   None    None   None   415.933  47966.585  3d6.4s2               a5D       3d5.(6S).4s2.4p       v5P*       7  7  None None           L11631  
  2103.57746   None    None   None   978.074  48516.138  3d6.4s2               a5D       3d7.(4P).4p           x3P*       1  3  None None           L11631 
  2103.72014   None    None   None   704.007  48238.847  3d6.4s2               a5D       3d6.(3G).4s.4p.(3P*)  v5F*       5  5  None None           L11631  
  2103.72788   None    None   None 12560.934  60095.599  3d7.(4F).4s           a3F       3d6.(3F2).4s.4p.(1P*)  3F*       7  9  None None           L11631  
  2104.64001   None    None   None   415.933  47929.997  3d6.4s2               a5D       3d6.(3G).4s.4p.(3P*)  v5F*       7  9  None None           L11631  
  2106.92768   None    None   None   888.132  48350.606  3d6.4s2               a5D       3d6.(3G).4s.4p.(3P*)  v5F*       3  3  None None           L11631  
  2107.06241   None    None   None   704.007  48163.446  3d6.4s2               a5D       3d5.(6S).4s2.4p       v5P*       5  5  None None           L11631 
  2107.36089   None    None   None     0.000  47452.717  3d6.4s2               a5D       3d7.(2G).4p           z1G*       9  9  None None        L11631c80  
  2108.80471   None    None   None     0.000  47420.228  3d6.4s2               a5D       3d6.(3G).4s.4p.(3P*)  w5G*       9  11 None None           L11631  
  2108.86283   None    None   None   704.007  48122.928  3d6.4s2               a5D       3d6.(3G).4s.4p.(3P*)  v5F*       5  7  None None           L11631  
  2108.97002   None    None   None   888.132  48304.643  3d6.4s2               a5D       3d7.(4P).4p           x3P*       3  5  None None           L11631  
  2109.62725   None    None   None   888.132  48289.871  3d6.4s2               a5D       3d5.(6S).4s2.4p       v5P*       3  3  None None           L11631 
  2110.90385   None    None   None  6928.268  54301.340  3d7.(4F).4s           a5F       3d6.(3D).4s.4p.(3P*)   5D*      11  9  None None           L11631  
  2111.90052   None    None   None   888.132  48238.847  3d6.4s2               a5D       3d6.(3G).4s.4p.(3P*)  v5F*       3  5  None None           L11631  
  2113.63775   None    None   None   978.074  48289.871  3d6.4s2               a5D       3d5.(6S).4s2.4p       v5P*       1  3  None None           L11631  
  2113.75614   None    None   None  6928.268  54237.415  3d7.(4F).4s           a5F       3d6.(3G).4s.4p.(3P*)  t3G*      11  9  None None           L11631  
  2115.26887   None    None   None   888.132  48163.446  3d6.4s2               a5D       3d5.(6S).4s2.4p       v5P*       3  5  None None           L11631 
  2115.83888   None    None   None   704.007  47966.585  3d6.4s2               a5D       3d5.(6S).4s2.4p       v5P*       5  7  None None           L11631  
  2118.46857   None    None   None 12968.554  60172.464  3d7.(4F).4s           a3F       3d6.(3F2).4s.4p.(1P*)  3F*       5  7  None None        L11631c80  
  2119.80659   None    None   None   415.933  47590.048  3d6.4s2               a5D       3d6.(3G).4s.4p.(3P*)  w5G*       7  9  None None           L11631  
  2122.53888   None    None   None 11976.239  59089.628  3d7.(4F).4s           a3F       3d6.4s.(4D).5p         3F*       9  7  None None           L11631  
  2122.85001   None    None   None     0.000  47106.484  3d6.4s2               a5D       3d6.(3H).4s.4p.(3P*)  z3H*       9  9  None None           L11631 
  2123.47083   None    None   None     0.000  47092.712  3d6.4s2               a5D       3d6.(3F2).4s.4p.(3P*) x3F*       9  7  None None           L11631  
  2123.62410   None    None   None  6928.268  54017.581  3d7.(4F).4s           a5F       3d7.(4F).5p            3G*      11  9  None None        L11631c80  
  2123.79679   None    None   None  6928.268  54013.752  3d7.(4F).4s           a5F       3d6.(3D).4s.4p.(3P*)   5F*      11  11 None None           L11631  
  2125.17155   None    None   None  6928.268  53983.293  3d7.(4F).4s           a5F       3d6.(3G).4s.4p.(3P*)  t3G*      11  11 None None           L11631  
  2125.99569   None    None   None   415.933  47452.717  3d6.4s2               a5D       3d7.(2G).4p           z1G*       7  9  None None        L11631c81 
  2126.88177   None    None   None     0.000  47017.188  3d6.4s2               a5D       3d7.(4P).4p           w3D*       9  7  None None           L11631  
  2127.28070   None    None   None     0.000  47008.371  3d6.4s2               a5D       3d6.(3H).4s.4p.(3P*)  z3H*       9  11 None None           L11631  
